,l,k,m,ic.cohort.biomass.gm
12474,700,LiriTuli,50,349.4079313
12475,700,LiriTuli,150,628.6644633
12476,700,AcerRubr,30,62.73153979
12477,700,AcerRubr,50,106.5761644
12478,700,AcerRubr,40,13.49065372
12479,700,BetuLent,50,257.671486
12480,700,BetuLent,60,419.5593306
12481,700,BetuLent,40,223.270319
12482,700,BetuLent,80,638.1079209
12483,700,QuerPrin,30,61.38247442
12484,700,QuerPrin,70,2781.098264
12485,700,TiliAmer,30,95.7836414
12486,700,TiliAmer,60,146.3735928
12487,700,RobiPseu,30,207.7560673
12488,700,RobiPseu,90,325.1247546
12489,700,AcerSacc,20,26.98130744
12490,700,HaleDipt,30,82.29298768
12491,700,OxydArbo,30,128.835743
12492,700,CornFlor,20,65.42967053
12493,701,JuglNigr,20,35.75023235
12494,702,QuerPrin,130,4095.087936
12495,702,QuerPrin,50,78.92032425
12496,702,QuerPrin,70,121.4158835
12497,702,QuerAlba,100,85.66565111
12498,702,QuerAlba,130,1512.302282
12499,702,QuerAlba,90,393.9270886
12500,702,QuerAlba,40,13.49065372
12501,702,AcerRubr,70,116.019622
12502,702,AcerRubr,30,13.49065372
12503,702,AcerRubr,40,16.86331715
12504,702,AcerRubr,60,124.7885469
12505,702,AcerRubr,110,545.0224102
12506,702,AcerRubr,80,137.6046679
12507,702,OxydArbo,40,166.6095734
12508,702,OxydArbo,100,130.8593411
12509,702,OxydArbo,70,103.2035009
12510,702,OxydArbo,20,32.37756892
12511,702,LiriTuli,140,420.2338633
12512,702,NyssSylv,80,466.102086
12513,702,CaryGlab,80,205.0579365
12514,702,RobiPseu,90,86.3401838
12515,702,RobiPseu,20,16.18878446
12516,703,OxydArbo,30,110.6233605
12517,703,CornFlor,20,110.6233605
12518,703,LiriTuli,40,493.7579261
12519,703,LiriTuli,70,807.415625
12520,703,LiriTuli,30,65.42967053
12521,703,LiriTuli,50,508.5976452
12522,703,QuerAlba,30,261.0441494
12523,703,QuerAlba,50,768.9672619
12524,703,JuglNigr,20,154.4679851
12525,703,JuglNigr,40,186.845554
12526,703,CaryAlba,60,1224.276825
12527,703,CaryAlba,50,294.7707837
12528,703,CaryAlba,40,84.31658574
12529,703,CaryGlab,70,918.7135182
12530,703,IlexOpac,10,13.49065372
12531,703,QuerPrin,40,551.0932044
12532,703,QuerPrin,30,91.73644528
12533,704,QuerCocc,30,326.47382
12534,704,QuerCocc,40,1039.454869
12535,704,QuerCocc,20,84.99111842
12536,704,QuerCocc,50,1187.177527
12537,704,QuerPrin,20,27.65584012
12538,704,QuerPrin,40,714.3301144
12539,704,QuerVelu,30,59.35887636
12540,704,AcerRubr,30,103.8780336
12541,704,AcerRubr,20,41.82102653
12542,704,NyssSylv,20,39.79742847
12543,704,PinuStro,20,13.49065372
12544,704,PinuStro,40,418.2102653
12545,704,PinuStro,50,184.1474233
12546,704,PinuRigi,20,53.96261487
12547,704,PinuRigi,30,334.5682122
12548,704,PinuRigi,10,26.98130744
12549,704,PinuRigi,40,384.483631
12550,704,AmelArbo,20,120.7413508
12551,704,AmelArbo,30,97.13270677
12552,704,OxydArbo,20,212.4777961
12553,704,OxydArbo,10,26.98130744
12554,704,QuerFalc,30,97.80723946
12555,704,PinuVirg,20,13.49065372
12556,705,QuerVelu,150,965.2562735
12557,705,QuerAlba,140,3945.34168
12558,705,QuerAlba,90,706.9102548
12559,705,OxydArbo,40,192.2418155
12560,705,OxydArbo,30,190.8927501
12561,705,OxydArbo,50,67.45326859
12562,705,QuerCocc,130,505.8995144
12563,705,AmelArbo,30,48.56635339
12564,705,CaryGlab,60,138.2792006
12565,705,QuerRubr,70,140.3027987
12566,706,QuerPrin,40,805.392027
12567,706,QuerPrin,10,94.43457603
12568,706,QuerPrin,20,116.019622
12569,706,BetuLent,30,174.029433
12570,706,QuerCocc,40,976.7233292
12571,706,LiriTuli,30,254.9733553
12572,706,LiriTuli,40,139.628266
12573,706,LiriTuli,60,229.3411132
12574,706,AcerRubr,20,180.1002271
12575,706,AcerRubr,10,13.49065372
12576,706,AcerRubr,30,267.7894763
12577,706,QuerRubr,20,166.6095734
12578,706,QuerRubr,10,13.49065372
12579,706,OxydArbo,10,26.98130744
12580,706,CaryGlab,20,13.49065372
12581,706,MagnMacr,20,68.80233396
12582,707,PinuStro,50,239.4591035
12583,707,PinuStro,40,64.08060516
12584,707,PinuStro,30,13.49065372
12585,707,PinuStro,70,128.835743
12586,707,PinuStro,60,304.888774
12587,707,AcerRubr,70,435.7481151
12588,707,QuerAlba,90,386.507229
12589,707,QuerAlba,110,339.9644737
12590,707,QuerAlba,50,92.41097797
12591,707,QuerAlba,130,423.6065268
12592,707,QuerAlba,40,58.00981099
12593,707,QuerAlba,80,248.9025611
12594,707,PinuEnch,160,2060.697355
12595,707,QuerCocc,130,814.8354846
12596,707,OxydArbo,90,344.0116698
12597,708,SassAlid,20,26.98130744
12598,708,CaryAlba,40,787.8541771
12599,708,CaryAlba,20,24.28317669
12600,708,CaryAlba,30,13.49065372
12601,708,CaryCodi,40,60.03340905
12602,708,CaryCodi,30,13.49065372
12603,708,QuerVelu,20,87.68924917
12604,708,CaryGlab,40,615.1738095
12605,708,LiriTuli,40,559.1875966
12606,708,RobiPseu,20,70.15139933
12607,708,FraxAmer,40,793.2504386
12608,708,FraxAmer,10,13.49065372
12609,708,FraxAmer,30,80.26938962
12610,708,JuglNigr,20,231.3647113
12611,708,JuglNigr,30,149.7462563
12612,708,FaguGran,20,35.75023235
12613,708,FaguGran,30,212.4777961
12614,708,PrunSero,30,159.8642466
12615,708,CornFlor,10,13.49065372
12616,709,RobiPseu,20,13.49065372
12617,709,RobiPseu,40,153.7934524
12618,709,QuerPrin,60,1380.768408
12619,709,QuerPrin,70,2599.648971
12620,709,QuerPrin,40,33.05210161
12621,709,QuerPrin,30,80.94392231
12622,709,BetuLent,60,235.4119074
12623,709,BetuLent,50,856.6565111
12624,709,BetuLent,70,341.9880718
12625,709,LiriTuli,60,181.4492925
12626,709,LiriTuli,150,2072.838944
12627,709,LiriTuli,120,343.3371371
12628,709,AcerRubr,40,214.5013941
12629,709,AcerRubr,50,625.9663325
12630,709,CaryGlab,60,100.5053702
12631,709,SassAlid,40,208.4305999
12632,709,SassAlid,20,13.49065372
12633,709,OxydArbo,40,97.80723946
12634,709,MagnMacr,10,13.49065372
12635,709,MagnMacr,30,41.14649384
12636,709,TsugCana,40,212.4777961
12637,709,NyssSylv,20,41.14649384
12638,710,NyssSylv,20,33.7266343
12639,710,LiriTuli,50,1361.881493
12640,710,LiriTuli,70,404.0450789
12641,710,LiriTuli,40,106.5761644
12642,710,PinuStro,20,40.47196115
12643,710,PinuStro,30,26.98130744
12644,710,MagnAcum,20,38.4483631
12645,710,MagnAcum,40,288.6999896
12646,710,OxydArbo,20,35.75023235
12647,710,RobiPseu,20,44.51915727
12648,710,QuerAlba,40,328.497418
12649,710,QuerAlba,60,1152.77636
12650,710,BetuLent,40,242.8317669
12651,710,BetuLent,20,72.84953008
12652,710,SassAlid,20,22.25957864
12653,710,AcerRubr,40,92.41097797
12654,710,AcerRubr,30,53.96261487
12655,710,FaguGran,50,423.6065268
12656,710,PrunSero,40,106.5761644
12657,710,TsugCana,20,13.49065372
12658,711,AcerPens,20,33.7266343
12659,711,FraxAmer,50,605.0558193
12660,711,AcerRubr,30,257.671486
12661,711,AcerRubr,50,709.6083856
12662,711,RobiPseu,40,310.9595682
12663,711,RobiPseu,30,55.31168024
12664,712,RobiPseu,20,188.8691521
12665,712,LiriTuli,40,592.2396982
12666,712,LiriTuli,20,69.47686665
12667,712,LiriTuli,10,26.98130744
12668,712,LiriTuli,30,255.647888
12669,712,LiriTuli,50,464.0784879
12670,712,AcerRubr,30,119.3922854
12671,712,AcerRubr,20,13.49065372
12672,712,SassAlid,30,45.19368996
12673,712,SassAlid,20,14.1651864
12674,712,SassAlid,10,21.58504595
12675,713,RobiPseu,20,148.3971909
12676,713,RobiPseu,30,946.3693583
12677,713,PrunSero,40,258.3460187
12678,713,PrunSero,20,112.6469585
12679,713,LiriTuli,20,79.59485694
12680,713,LiriTuli,40,1061.714448
12681,713,LiriTuli,50,2897.792419
12682,713,LiriTuli,70,1391.560931
12683,713,FraxAmer,20,83.64205305
12684,714,BetuAlle,120,184.1474233
12685,714,BetuAlle,60,95.10910871
12686,714,BetuAlle,190,203.7088711
12687,714,QuerRubr,70,74.87312814
12688,714,QuerRubr,50,40.47196115
12689,714,QuerRubr,130,1651.930548
12690,714,AcerRubr,80,460.7058245
12691,714,AcerRubr,40,13.49065372
12692,714,AcerRubr,150,275.2093359
12693,714,AcerRubr,60,161.8878446
12694,714,AcerRubr,120,364.2476504
12695,714,AcerRubr,100,179.4256945
12696,714,AcerRubr,90,95.7836414
12697,714,RobiPseu,80,66.77873591
12698,714,AmelArbo,30,40.47196115
12699,714,AmelArbo,70,104.5525663
12700,714,AmelArbo,60,240.1336362
12701,714,AmelArbo,50,35.75023235
12702,714,QuerPrin,120,410.7904057
12703,714,QuerPrin,130,246.878963
12704,714,QuerPrin,60,97.13270677
12705,714,QuerPrin,70,16.18878446
12706,714,QuerPrin,90,83.64205305
12707,714,FaguGran,90,134.9065372
12708,715,FaguGran,20,138.9537333
12709,715,FaguGran,30,61.38247442
12710,715,FaguGran,40,318.3794277
12711,715,FaguGran,10,13.49065372
12712,715,AcerPens,30,119.3922854
12713,715,AcerPens,20,78.24579157
12714,715,AmelArbo,20,116.019622
12715,715,AmelArbo,30,669.1364244
12716,715,AmelArbo,40,375.7147061
12717,715,PiceRube,40,122.0904161
12718,715,PiceRube,30,14.83971909
12719,715,FraxAmer,50,217.1995249
12720,715,HaleDipt,10,13.49065372
12721,715,BetuAlle,30,377.0637714
12722,715,BetuAlle,20,128.1612103
12723,715,AcerRubr,40,317.0303624
12724,715,PrunPenn,30,217.1995249
12725,716,OxydArbo,10,13.49065372
12726,716,OxydArbo,20,174.029433
12727,716,OxydArbo,30,104.5525663
12728,716,MagnMacr,30,86.3401838
12729,716,QuerAlba,20,59.35887636
12730,716,QuerAlba,40,290.7235876
12731,716,TsugCana,40,557.8385312
12732,716,TsugCana,20,20.23598058
12733,716,TsugCana,30,81.618455
12734,716,QuerFalc,20,128.1612103
12735,716,LiriTuli,30,47.21728801
12736,716,PinuEnch,30,51.93901682
12737,716,AcerRubr,30,100.5053702
12738,716,QuerVelu,30,220.5721883
12739,716,QuerVelu,40,555.8149332
12740,716,QuerCocc,20,39.79742847
12741,716,QuerCocc,30,16.86331715
12742,716,RobiPseu,60,496.4560568
12743,716,BetuLent,40,215.1759268
12744,716,CaryAlba,50,482.2908704
12745,716,QuerPrin,30,244.855365
12746,716,QuerPrin,20,13.49065372
12747,717,BetuAlle,30,1681.609986
12748,717,BetuAlle,20,3228.313435
12749,717,BetuAlle,10,42.49555921
12750,717,PiceRube,30,81.618455
12751,717,PiceRube,40,246.878963
12752,717,TsugCana,20,13.49065372
12753,718,AcerRubr,20,13.49065372
12754,718,RobiPseu,90,820.9062788
12755,718,RobiPseu,40,72.17499739
12756,718,QuerAlba,80,244.855365
12757,718,QuerAlba,50,69.47686665
12758,718,QuerAlba,130,263.7422802
12759,718,QuerAlba,40,176.053031
12760,718,BetuLent,40,316.3558297
12761,718,BetuLent,50,252.9497572
12762,718,BetuLent,20,26.98130744
12763,718,BetuLent,60,224.6193844
12764,718,BetuLent,80,1130.516782
12765,718,BetuLent,70,1179.083135
12766,718,AcerSacc,30,53.96261487
12767,718,AcerSacc,70,117.3686873
12768,718,AcerSacc,80,184.1474233
12769,718,QuerRubr,130,1249.234534
12770,718,PrunSero,60,70.15139933
12771,718,PrunSero,80,627.9899306
12772,718,AcerPens,40,29.00490549
12773,718,AescBuck,40,23.60864401
12774,719,QuerPrin,40,153.7934524
12775,719,QuerPrin,50,334.5682122
12776,719,QuerPrin,30,82.29298768
12777,719,QuerPrin,100,558.5130639
12778,719,PinuStro,40,491.734328
12779,719,QuerAlba,30,350.7569967
12780,719,OxydArbo,30,243.5062996
12781,719,OxydArbo,20,228.6665805
12782,719,AcerRubr,60,732.5424969
12783,719,AcerRubr,40,352.106062
12784,719,AcerRubr,50,422.9319941
12785,719,AcerRubr,20,26.98130744
12786,719,QuerCocc,30,35.07569967
12787,719,QuerCocc,90,924.1097797
12788,719,QuerVelu,60,866.0999687
12789,719,HaleDipt,20,45.19368996
12790,720,BetuLent,70,719.0518432
12791,720,BetuLent,60,636.7588555
12792,720,AcerSacc,240,609.1030154
12793,720,AcerSacc,60,99.15630483
12794,720,AcerSacc,80,308.9359701
12795,720,AcerSacc,100,372.3420426
12796,720,AcerRubr,60,1388.8628
12797,720,AcerRubr,50,119.3922854
12798,720,AcerRubr,30,82.29298768
12799,720,MagnMacr,10,13.49065372
12800,720,AcerPens,10,13.49065372
12801,720,NyssSylv,50,513.9939067
12802,721,JuglNigr,40,192.2418155
12803,721,JuglNigr,30,142.3263967
12804,721,JuglNigr,60,234.7373747
12805,721,CaryAlba,60,1252.607198
12806,721,CaryAlba,20,13.49065372
12807,721,CaryAlba,40,60.03340905
12808,721,RobiPseu,20,85.66565111
12809,721,RobiPseu,40,78.24579157
12810,721,RobiPseu,30,233.3883093
12811,721,QuerRubr,30,58.00981099
12812,721,QuerVelu,20,47.8918207
12813,721,QuerVelu,30,306.9123721
12814,721,QuerAlba,120,1981.102499
12815,721,QuerAlba,30,136.2556026
12816,721,BetuLent,50,307.5869048
12817,722,QuerPrin,130,2041.81044
12818,722,AcerRubr,60,468.8002167
12819,722,AcerRubr,70,74.19859545
12820,722,AcerRubr,30,13.49065372
12821,722,AcerRubr,90,617.1974076
12822,722,RobiPseu,80,26.30677475
12823,722,RobiPseu,60,44.51915727
12824,722,RobiPseu,40,37.77383041
12825,722,LiriTuli,130,393.2525559
12826,722,QuerVelu,130,589.5415675
12827,722,FraxAmer,60,64.08060516
12828,722,FraxAmer,50,13.49065372
12829,722,PrunSero,50,26.98130744
12830,722,PrunSero,70,114.6705566
12831,722,OxydArbo,40,68.12780128
12832,722,OxydArbo,10,13.49065372
12833,722,NyssSylv,30,22.25957864
12834,722,QuerAlba,130,897.8030049
12835,722,QuerRubr,50,140.9773314
12836,722,CaryGlab,90,155.8170504
12837,723,QuerPrin,30,512.6448413
12838,723,QuerPrin,50,2248.217442
12839,723,QuerPrin,40,779.7597849
12840,723,QuerRubr,30,248.9025611
12841,723,QuerRubr,40,477.5691416
12842,723,FraxAmer,40,154.4679851
12843,723,FraxAmer,20,13.49065372
12844,723,FraxAmer,30,66.10420322
12845,723,AmelArbo,20,49.24088607
12846,723,AcerRubr,30,106.5761644
12847,723,AcerRubr,10,13.49065372
12848,723,AcerSacc,50,174.029433
12849,723,AcerSacc,30,26.98130744
12850,723,AcerSacc,20,13.49065372
12851,723,MagnAcum,40,151.7698543
12852,723,LiriTuli,40,110.6233605
12853,723,LiriTuli,50,13.49065372
12854,723,CaryGlab,40,106.5761644
12855,723,CaryGlab,60,310.2850355
12856,723,QuerCocc,40,308.2614375
12857,723,QuerCocc,50,762.2219351
12858,723,RobiPseu,20,14.83971909
12859,724,LiriTuli,40,1173.012341
12860,724,LiriTuli,30,198.9871423
12861,724,LiriTuli,70,610.4520807
12862,724,LiriTuli,50,782.4579157
12863,724,PinuStro,30,208.4305999
12864,724,PinuStro,20,62.73153979
12865,724,FaguGran,10,13.49065372
12866,724,FaguGran,30,61.38247442
12867,724,FaguGran,50,557.1639986
12868,724,CaryGlab,70,681.2780128
12869,724,CaryGlab,30,63.40607248
12870,724,CaryGlab,60,341.9880718
12871,724,QuerVelu,50,515.342972
12872,724,FraxAmer,30,123.4394815
12873,724,QuerPrin,60,1141.983837
12874,724,QuerPrin,30,105.9016317
12875,724,AcerRubr,10,13.49065372
12876,724,RobiPseu,10,13.49065372
12877,724,QuerCocc,60,1602.689662
12878,725,PinuVirg,10,26.98130744
12879,725,PinuVirg,20,126.1376123
12880,725,PinuVirg,30,300.8415779
12881,726,LiriTuli,30,324.4502219
12882,726,LiriTuli,20,239.4591035
12883,726,LiriTuli,40,777.0616542
12884,726,RobiPseu,20,116.019622
12885,726,JuglNigr,20,47.21728801
12886,726,AcerRubr,30,84.99111842
12887,726,AcerRubr,20,44.51915727
12888,726,AcerRubr,10,13.49065372
12889,726,SassAlid,20,62.0570071
12890,726,FraxAmer,20,83.64205305
12891,727,MagnMacr,10,13.49065372
12892,727,AcerRubr,30,186.845554
12893,727,AcerRubr,20,89.71284723
12894,727,QuerCocc,40,1818.540121
12895,727,QuerCocc,20,259.0205514
12896,727,QuerCocc,30,542.3242795
12897,727,QuerCocc,10,13.49065372
12898,727,QuerPrin,40,401.3469481
12899,727,QuerPrin,20,178.7511618
12900,727,QuerPrin,30,312.3086336
12901,727,QuerAlba,10,13.49065372
12902,727,PinuStro,30,84.99111842
12903,727,PinuStro,20,13.49065372
12904,727,PinuStro,40,96.45817409
12905,727,OxydArbo,20,45.19368996
12906,727,OxydArbo,10,13.49065372
12907,727,PinuVirg,30,238.7845708
12908,727,PinuRigi,30,126.812145
12909,728,QuerRubr,40,496.4560568
12910,728,LiriTuli,10,42.49555921
12911,728,PrunPenn,30,99.83083751
12912,729,LiriTuli,150,371.6675099
12913,729,LiriTuli,80,232.7137766
12914,729,LiriTuli,110,333.8936795
12915,729,LiriTuli,90,717.0282451
12916,729,LiriTuli,140,1054.294588
12917,729,LiriTuli,100,217.8740575
12918,729,LiriTuli,130,282.6291954
12919,729,OxydArbo,20,31.02850355
12920,729,QuerCocc,70,546.3714756
12921,729,QuerCocc,50,1417.867706
12922,729,PinuStro,30,147.0481255
12923,729,PinuStro,50,192.9163482
12924,729,AcerRubr,40,238.7845708
12925,729,AcerRubr,30,113.3214912
12926,729,AcerRubr,10,13.49065372
12927,729,AcerRubr,50,261.7186821
12928,729,QuerVelu,10,13.49065372
12929,729,AmelArbo,40,120.0668181
12930,730,MagnAcum,30,507.9231125
12931,730,MagnAcum,20,41.82102653
12932,730,TsugCana,10,26.98130744
12933,730,TsugCana,20,82.96752037
12934,730,TsugCana,40,230.0156459
12935,730,BetuLent,10,40.47196115
12936,730,LiriTuli,10,40.47196115
12937,730,LiriTuli,20,203.7088711
12938,730,LiriTuli,30,169.9822368
12939,730,LiriTuli,40,445.8661054
12940,730,OxydArbo,20,280.6055973
12941,730,OxydArbo,30,174.7039657
12942,730,CaryGlab,40,107.9252297
12943,730,PrunSero,20,26.98130744
12944,730,PrunSero,10,107.9252297
12945,730,QuerPrin,30,1728.152741
12946,730,FaguGran,10,43.1700919
12947,730,AcerRubr,30,674.5326859
12948,730,AcerRubr,20,364.9221831
12949,730,AcerRubr,10,13.49065372
12950,730,QuerVelu,50,1370.650418
12951,730,PinuStro,10,13.49065372
12952,730,AcerPens,10,13.49065372
12953,731,QuerAlba,50,746.0331506
12954,731,OxydArbo,30,411.4649384
12955,731,OxydArbo,40,60.70794173
12956,731,OxydArbo,20,58.68434367
12957,731,AcerRubr,50,360.874987
12958,731,AcerRubr,40,464.0784879
12959,731,AcerRubr,30,13.49065372
12960,731,AcerRubr,60,337.9408756
12961,731,QuerPrin,30,93.76004334
12962,731,QuerPrin,80,176.053031
12963,731,QuerPrin,50,1159.521687
12964,731,QuerPrin,40,26.98130744
12965,731,QuerPrin,70,308.2614375
12966,731,TsugCana,50,189.5436847
12967,731,QuerCocc,40,186.845554
12968,731,QuerCocc,80,416.1866672
12969,731,BetuLent,50,308.9359701
12970,731,BetuLent,30,69.47686665
12971,731,LiriTuli,70,151.0953216
12972,731,AmelArbo,40,131.5338738
12973,731,AmelArbo,50,322.4266239
12974,731,NyssSylv,10,13.49065372
12975,732,AcerSacc,40,51.93901682
12976,732,AcerSacc,110,659.0184341
12977,732,AcerSacc,60,239.4591035
12978,732,AcerSacc,80,111.2978932
12979,732,AcerSacc,150,435.7481151
12980,732,AcerSacc,70,365.5967158
12981,732,AcerSacc,50,57.3352783
12982,732,AcerSacc,90,425.6301248
12983,732,QuerPrin,70,1094.092017
12984,732,QuerPrin,120,482.2908704
12985,732,RobiPseu,20,13.49065372
12986,732,RobiPseu,40,66.10420322
12987,732,RobiPseu,30,37.77383041
12988,732,LiriTuli,150,3726.79309
12989,732,AcerRubr,60,514.6684393
12990,732,AcerRubr,50,91.73644528
12991,732,AcerPens,10,13.49065372
12992,732,QuerRubr,140,2518.030517
12993,732,QuerRubr,90,462.7294225
12994,732,TsugCana,30,44.51915727
12995,732,FaguGran,50,91.0619126
12996,732,FaguGran,30,46.54275533
12997,732,FaguGran,40,72.17499739
12998,732,MagnAcum,90,671.8345552
12999,732,MagnAcum,140,876.217959
13000,732,MagnAcum,110,563.2347927
13001,732,MagnAcum,40,59.35887636
13002,732,BetuLent,70,385.1581637
13003,732,CaryGlab,60,151.0953216
13004,732,CaryCodi,70,498.4796549
13005,733,QuerPrin,20,53.96261487
13006,733,QuerPrin,30,115.3450893
13007,733,QuerPrin,10,13.49065372
13008,733,QuerPrin,40,211.1287307
13009,733,AcerRubr,20,121.4158835
13010,733,AcerRubr,30,53.96261487
13011,733,SassAlid,20,26.98130744
13012,733,QuerCocc,40,125.4630796
13013,733,QuerCocc,50,137.6046679
13014,733,QuerCocc,30,66.10420322
13015,733,OxydArbo,20,26.98130744
13016,733,OxydArbo,30,37.77383041
13017,733,OxydArbo,10,13.49065372
13018,733,QuerAlba,30,182.7983579
13019,733,PrunSero,30,26.98130744
13020,733,PinuVirg,40,58.68434367
13021,733,PinuVirg,30,220.5721883
13022,733,CaryAlba,20,13.49065372
13023,733,IlexOpac,10,13.49065372
13024,733,LiriTuli,40,105.9016317
13025,733,LiriTuli,30,56.66074562
13026,733,PinuStro,30,22.93411132
13027,734,QuerPrin,50,546.3714756
13028,734,QuerPrin,80,930.8551066
13029,734,QuerPrin,30,22.25957864
13030,734,MagnMacr,70,350.7569967
13031,734,MagnMacr,80,1108.257203
13032,734,MagnMacr,20,49.91541876
13033,734,QuerRubr,140,1324.782195
13034,734,AcerRubr,50,275.2093359
13035,734,NyssSylv,30,29.00490549
13036,735,FrasFirr,20,360.874987
13037,735,FrasFirr,10,464.7530206
13038,735,PrunPenn,20,13.49065372
13039,736,PinuStro,20,238.1100381
13040,736,PinuStro,30,173.3549003
13041,736,PinuStro,90,1449.570742
13042,736,NyssSylv,20,72.84953008
13043,736,TsugCana,30,64.08060516
13044,736,LiriTuli,30,300.1670452
13045,736,LiriTuli,50,712.3065163
13046,736,LiriTuli,60,88.36378185
13047,736,AcerRubr,20,101.1799029
13048,736,AcerRubr,60,263.7422802
13049,736,QuerAlba,90,1641.812558
13050,736,IlexOpac,20,68.12780128
13051,736,OxydArbo,20,26.98130744
13052,736,OxydArbo,30,63.40607248
13053,736,BetuLent,20,13.49065372
13054,736,BetuLent,40,267.1149436
13055,737,PinuStro,40,37.09929773
13056,737,TsugCana,50,207.7560673
13057,737,TsugCana,60,529.5081584
13058,737,TsugCana,40,77.57125888
13059,737,QuerAlba,40,127.4866776
13060,737,QuerAlba,170,408.092275
13061,737,QuerAlba,70,429.0027882
13062,737,QuerPrin,40,306.2378394
13063,737,QuerPrin,50,198.9871423
13064,737,QuerPrin,130,542.9988122
13065,737,AcerRubr,80,203.7088711
13066,737,AcerRubr,50,65.42967053
13067,737,AcerRubr,90,760.8728697
13068,737,OxydArbo,30,196.2890116
13069,737,OxydArbo,40,82.29298768
13070,737,OxydArbo,20,25.63224206
13071,737,AcerPens,40,69.47686665
13072,737,LiriTuli,50,81.618455
13073,737,LiriTuli,140,671.1600225
13074,737,MagnMacr,110,223.9448517
13075,737,QuerCocc,130,737.9387584
13076,737,QuerCocc,80,242.8317669
13077,737,BetuLent,80,652.2731073
13078,737,BetuLent,50,222.5957864
13079,738,FaguGran,30,777.7361869
13080,738,FaguGran,40,1005.728235
13081,738,FaguGran,10,40.47196115
13082,738,FaguGran,50,223.270319
13083,738,FaguGran,60,691.3960031
13084,738,RobiPseu,50,360.874987
13085,738,RobiPseu,40,182.7983579
13086,738,BetuAlle,40,366.2712484
13087,738,BetuAlle,60,787.1796445
13088,738,BetuAlle,20,31.02850355
13089,738,TiliAmer,80,359.5259216
13090,738,TiliAmer,60,293.4217184
13091,738,TiliAmer,50,273.8602705
13092,738,TiliAmer,40,201.6852731
13093,738,LiriTuli,60,1141.309305
13094,738,LiriTuli,240,766.9436639
13095,738,LiriTuli,30,96.45817409
13096,738,LiriTuli,120,916.6899202
13097,738,AcerSacc,50,66.10420322
13098,738,AcerSacc,40,66.10420322
13099,738,AcerSacc,20,13.49065372
13100,738,AcerSacc,80,157.8406485
13101,738,AescBuck,20,22.93411132
13102,738,AescBuck,30,147.0481255
13103,739,OxydArbo,70,111.2978932
13104,739,OxydArbo,40,62.73153979
13105,739,OxydArbo,50,69.47686665
13106,739,OxydArbo,100,273.8602705
13107,739,OxydArbo,30,44.51915727
13108,739,QuerRubr,70,208.4305999
13109,739,QuerRubr,30,13.49065372
13110,739,QuerRubr,50,70.82593202
13111,739,MagnMacr,90,420.2338633
13112,739,MagnMacr,180,234.062842
13113,739,MagnMacr,50,39.12289578
13114,739,MagnMacr,80,172.6803676
13115,739,LiriTuli,140,400.6724154
13116,739,LiriTuli,70,119.3922854
13117,739,SassAlid,30,105.227099
13118,739,SassAlid,40,673.1836205
13119,739,SassAlid,20,13.49065372
13120,739,AcerRubr,80,538.951616
13121,739,AcerRubr,60,134.9065372
13122,739,AcerRubr,40,41.14649384
13123,739,AcerRubr,70,162.5623773
13124,739,TsugCana,40,93.76004334
13125,739,TsugCana,30,55.98621293
13126,739,AmelArbo,60,924.7843124
13127,739,AmelArbo,50,298.8179799
13128,739,BetuLent,80,288.6999896
13129,739,BetuLent,70,1001.006506
13130,739,BetuLent,60,303.5397087
13131,739,RobiPseu,40,88.36378185
13132,739,RobiPseu,60,174.7039657
13133,739,BetuAlle,50,333.2191468
13134,739,BetuAlle,40,13.49065372
13135,739,BetuAlle,60,140.9773314
13136,739,QuerCocc,60,101.8544356
13137,740,QuerVelu,130,112.6469585
13138,740,QuerVelu,70,116.6941547
13139,740,NyssSylv,20,24.28317669
13140,740,QuerPrin,130,968.628937
13141,740,QuerPrin,110,233.3883093
13142,740,QuerPrin,80,193.5908809
13143,740,QuerPrin,50,79.59485694
13144,740,QuerPrin,60,373.0165753
13145,740,QuerPrin,40,67.45326859
13146,740,AmelArbo,50,77.57125888
13147,740,QuerCocc,130,1550.750645
13148,740,QuerCocc,50,306.2378394
13149,740,QuerCocc,60,117.3686873
13150,740,AcerRubr,80,505.2249817
13151,740,AcerRubr,120,440.4698439
13152,740,PinuStro,50,63.40607248
13153,740,PinuStro,40,31.02850355
13154,740,QuerAlba,130,1322.758597
13155,741,CornFlor,10,13.49065372
13156,741,OxydArbo,10,26.98130744
13157,741,OxydArbo,20,65.42967053
13158,741,OxydArbo,30,66.77873591
13159,741,LiriTuli,30,373.691108
13160,741,LiriTuli,50,509.9467105
13161,741,LiriTuli,10,13.49065372
13162,741,LiriTuli,40,423.6065268
13163,741,BetuLent,30,182.7983579
13164,741,BetuLent,10,13.49065372
13165,741,BetuLent,20,103.2035009
13166,741,MagnMacr,30,105.227099
13167,741,PinuVirg,30,105.9016317
13168,741,PinuVirg,70,618.546473
13169,741,PinuVirg,50,250.9261592
13170,741,PinuVirg,20,13.49065372
13171,741,QuerAlba,20,37.77383041
13172,741,PinuStro,30,60.70794173
13173,741,PinuStro,20,13.49065372
13174,741,QuerPrin,50,740.6368891
13175,741,QuerPrin,30,109.9488278
13176,742,BetuLent,40,1075.205101
13177,742,BetuLent,30,109.9488278
13178,742,BetuLent,10,13.49065372
13179,742,QuerRubr,60,1276.890374
13180,742,QuerRubr,30,60.70794173
13181,742,QuerRubr,70,857.3310438
